task,task_id,arm,condition,repeat,layer,alpha,beta,episode,init_state,success,rollout_steps,checkpoint,candidate_sha,conceptor_source,gpu,output_dir
LR2a,0,T,RANDOM_CONTROL,1,11,0.5,0.3,26,41,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep1/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/random_L11_b0.3
LR2a,0,T,RANDOM_CONTROL,1,11,0.5,0.3,27,42,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep1/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/random_L11_b0.3
LR2a,0,T,RANDOM_CONTROL,1,11,0.5,0.3,28,43,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep1/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/random_L11_b0.3
LR2a,0,T,RANDOM_CONTROL,1,11,0.5,0.3,29,44,1,253,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate compute_random_conceptor(seed=layer*100+int(beta*10)),0,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep1/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/random_L11_b0.3
LR2a,0,T,BASELINE,2,11,0.5,0.3,0,15,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,1,16,1,317,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,2,17,1,252,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,3,18,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,4,19,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,5,20,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,6,21,1,348,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,7,22,1,282,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,8,23,1,257,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,9,24,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,10,25,1,277,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,11,26,1,490,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,12,27,1,259,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,13,28,1,277,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,14,29,1,404,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,15,30,1,448,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,16,31,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,17,32,1,362,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,18,33,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,19,34,1,257,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,20,35,1,396,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,21,36,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,22,37,1,359,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,23,38,1,488,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,24,39,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,25,40,1,368,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,26,41,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,27,42,1,354,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,28,43,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,BASELINE,2,11,0.5,0.3,29,44,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,none,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/baseline
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,0,15,1,290,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,1,16,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,2,17,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,3,18,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,4,19,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,5,20,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,6,21,1,324,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,7,22,1,299,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,8,23,1,338,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,9,24,1,319,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,10,25,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,11,26,1,248,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,12,27,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,13,28,1,237,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,14,29,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,15,30,1,242,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
LR2a,0,T,PAPER_GLOBAL,2,11,0.5,0.3,16,31,0,520,checkpoints/openpi-libero-2000 (HF brandonyang/openpi-libero-2000 rev aaeeabc72f8a),29059a537ce123abdab7a4e164db0c72eeff8024,candidate for_subin/build_conceptors.py (defaults) on brandonyang/pi05-libero-activations-v1-2000-15env@3e3a8fe2,1,/tmp/claude-1000/-home-stanley-Stanley-ws-COAST-research-COAST/dd2dd40c-4801-4748-8fa9-5fc7ffed3e09/scratchpad/phase7a/runs/LR2a/T/rep2/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato/global_L11_a0.5_b0.3
